Sl. No.,Timestamp,Node Name,Date,Time,Day of the week,emmState_registered_subscriber_count,emmState_deregistered_subscriber_count,ecmState_connected_subscriber_count,ecmState_idle_subscriber_count,amfRmState_registered_subscriber_count,amfRmState_deregistered_subscriber_count,amfCmState_connected_subscriber_count,amfCmState_idle_subscriber_count,subscriber_count,N2_enabled,N2_disabled,N2_total,N12_enabled,N12_disabled,N12_total,N8_enabled,N8_disabled,N8_total,N11_enabled,N11_disabled,N11_total,N15_enabled,N15_disabled,N15_total,s1mme_enabled,s1mme_disabled,s1mme_total,s6ad_enabled,s6ad_disabled,s6ad_total,s11_enabled,s11_disabled,s11_total,sgs_enabled,sgs_disabled,sgs_total,NT_AMF_PCMD,NT_SGSN_PCMD,NT_MME_PCMD,Resultant_Priority
95,15-04-2024 14:48,AMF-SA-07,15-04-2024,12:18:04,Monday,0,0,0,0,4,13,0,17,17,20,10,30,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,Critical
96,15-04-2024 14:48,AMF-SA-05,15-04-2024,12:18:05,Monday,0,0,0,0,5,6,1,10,11,21,8,29,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,Critical
97,15-04-2024 14:48,CMM-NSA-04,15-04-2024,12:18:05,Monday,20,5,17,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,3,0,3,1,0,1,3,0,3,0,0,400,Critical
98,15-04-2024 14:48,CMM-JOKI-RACK1,15-04-2024,12:18:05,Monday,39701,1779,25255,16338,0,0,0,0,41432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,2,0,2,1,0,1,2,0,2,0,0,4146666,Blocker
99,15-04-2024 14:48,cmm-apple-187,15-04-2024,12:18:04,Monday,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,0,412,0,Major
100,15-04-2024 14:48,CMM1,15-04-2024,12:18:05,Monday,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,1,0,1,4,0,4,0,217,0,Major
101,15-04-2024 14:48,CMM3 TA,15-04-2024,12:18:04,Monday,474,136,289,312,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,104,3,0,3,4,0,4,4,0,4,0,627,32554,Critical
102,15-04-2024 14:48,CMM-SLAB-ESPOO,15-04-2024,12:18:05,Monday,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,3,3,0,3,4,0,4,0,0,6,Major
103,15-04-2024 14:48,CMM-12-SRN-OULU,15-04-2024,12:18:05,Monday,33840,13808,12436,35295,0,0,0,0,49739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,9,210,3,0,3,3,0,3,2,0,2,0,45120,2120544,Blocker
104,15-04-2024 14:48,CMM-01-B-SRN-ESPOO,15-04-2024,12:18:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,Trivial
105,15-04-2024 14:48,CMM03-B-SRN-Espoo,15-04-2024,12:18:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,Trivial
106,15-04-2024 14:48,CMM-STINGRAY-SRN-ESPOO,15-04-2024,12:18:04,Monday,0,0,0,0,0,0,0,0,0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minor
107,15-04-2024 14:48,CMM-JACK-SRN-ESPOO,15-04-2024,12:18:04,Monday,0,0,0,0,4,0,3,1,4,11,2,13,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Minor
108,15-04-2024 14:48,AMF NALA,15-04-2024,12:18:04,Monday,0,0,0,0,286,134,124,297,420,560,82,642,4,0,4,2,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,0,0,Critical
109,15-04-2024 14:48,CMM-SPARROW,15-04-2024,12:18:05,Monday,41,1,40,2,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,2,0,2,2,0,2,2,0,2,0,791,252,Major
110,15-04-2024 14:48,CMM-JERRY-NCS,15-04-2024,12:18:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,Trivial
111,15-04-2024 14:48,CMM-SIMA-NCS,15-04-2024,12:18:05,Monday,0,0,0,0,2053,1479,239,3292,3530,5,1,6,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,2,0,2,3,0,3,2,0,2,4519,0,0,Blocker
112,15-04-2024 14:48,CMM-LEO,15-04-2024,12:18:05,Monday,4,2,1,5,19,5,5,19,30,23,2,25,2,0,2,2,0,2,2,0,2,0,0,0,23,0,23,4,0,4,3,0,3,2,0,2,79,0,55,Major
113,15-04-2024 14:48,CMM-VIVAN-NCS,15-04-2024,12:18:05,Monday,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,2,0,2,0,0,0,Trivial
114,15-04-2024 14:48,CMM-SUN,15-04-2024,12:18:05,Monday,2,0,0,2,0,3,0,3,5,3,0,3,1,0,1,1,0,1,2,0,2,0,0,0,13,4,17,4,0,4,3,0,3,2,0,2,0,0,7,Minor
115,15-04-2024 14:48,AMF_JIll,15-04-2024,12:18:05,Monday,0,0,0,0,84,62,24,122,146,273,25,298,4,0,4,3,0,3,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,2,0,2,458,0,0,Critical
116,15-04-2024 14:48,CMM-NIKE-181,15-04-2024,12:18:05,Monday,325,79,161,243,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,19,680,5,0,5,8,0,8,2,0,2,0,0,4242,Critical
117,15-04-2024 14:48,CMM-PUMA-SRN-ESPOO,15-04-2024,12:18:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,0,2,0,0,0,Trivial
118,15-04-2024 14:48,CMM-11-SRN-OULU,15-04-2024,12:18:05,Monday,44897,27197,27191,44485,64292,53060,28595,88357,189113,293,31,324,4,0,4,2,0,2,2,0,2,0,0,0,201,10,211,2,0,2,3,0,3,2,0,2,3349417,0,3787772,Blocker
119,15-04-2024 14:48,CMM-JAMES-SRN-ESPOO,15-04-2024,12:18:07,Monday,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,2,0,0,0,Minor
120,15-04-2024 14:48,CMM-PETUNIA-SRN-ESPOO,15-04-2024,12:18:08,Monday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,2,0,2,0,0,0,Minor
121,15-04-2024 15:08,AMF-SLAB-BLR,15-04-2024,15:08:02,Monday,0,0,0,0,6,1,2,5,7,11,10,21,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
122,15-04-2024 15:08,AMF-GUMPERT-SRN-BLR,15-04-2024,15:08:02,Monday,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trivial
123,15-04-2024 15:08,TC4-CMM-BILLA-SRN-BLR,15-04-2024,15:08:02,Monday,80,36,40,75,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,13,293,3,0,3,6,1,7,3,0,3,0,0,1418,Critical
124,15-04-2024 15:08,AMF-KODIAQ-SRN-BLR,15-04-2024,15:08:02,Monday,0,0,0,0,148,58,59,147,206,216,33,249,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,0,0,Critical
125,15-04-2024 15:08,TC4-CMM-DOLLY-SRN-BLR,15-04-2024,15:08:02,Monday,1,1,1,1,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,25,3,0,3,3,0,3,3,1,4,0,54,9,Critical
126,15-04-2024 15:08,CMM-SLAB-SRN-BLR,15-04-2024,15:08:02,Monday,3,6,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,20,1,0,1,1,0,1,1,0,1,0,0,8,Major
127,15-04-2024 15:08,CMM-INOX,15-04-2024,15:08:02,Monday,1,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,20,2,2,4,1,0,1,2,0,2,0,17,36,Minor
128,15-04-2024 15:08,TCMM-Nexon-SRN-BLR,15-04-2024,09:38:01,Monday,2,0,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,2,0,2,1,0,1,2,0,2,0,0,6,Minor
129,15-04-2024 15:08,CMM-GGN,15-04-2024,15:08:03,Monday,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,1,1,0,1,1,0,1,0,0,1,Critical
130,15-04-2024 15:08,NSA-06-CMM,15-04-2024,12:38:04,Monday,1,9,1,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,3,0,3,1,0,1,3,0,3,0,0,14,Critical
131,15-04-2024 15:08,CMM-LOKI-NCS,15-04-2024,12:38:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,0,0,0,Trivial
132,15-04-2024 15:08,AMF-03-B,15-04-2024,12:38:04,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trivial
133,15-04-2024 15:08,AMF3,15-04-2024,12:38:04,Monday,0,0,0,0,239,111,148,206,350,124,32,156,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6130,0,0,Critical
134,15-04-2024 15:08,AMF-SLAB-ESPOO,15-04-2024,12:38:04,Monday,0,0,0,0,2,0,0,2,2,5,4,9,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Critical
135,15-04-2024 15:08,AMF-SA-07,15-04-2024,12:38:04,Monday,0,0,0,0,5,12,2,15,17,20,11,31,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,Critical
136,15-04-2024 15:08,AMF-SA-05,15-04-2024,12:38:05,Monday,0,0,0,0,6,7,2,11,13,21,9,30,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,Critical
137,15-04-2024 15:08,CMM-NSA-04,15-04-2024,12:38:05,Monday,21,4,18,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,3,0,3,1,0,1,3,0,3,0,0,530,Critical
138,15-04-2024 15:08,CMM-JOKI-RACK1,15-04-2024,12:38:05,Monday,39579,1823,25588,16143,0,0,0,0,41432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,2,0,2,1,0,1,2,0,2,0,0,4396715,Blocker
139,15-04-2024 15:08,cmm-apple-187,15-04-2024,12:38:04,Monday,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,0,420,0,Major
140,15-04-2024 15:08,CMM1,15-04-2024,12:38:04,Monday,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,1,0,1,4,0,4,0,104,0,Major
141,15-04-2024 15:08,CMM-SLAB-ESPOO,15-04-2024,12:38:05,Monday,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,3,0,3,3,0,3,4,0,4,0,0,5,Major
142,15-04-2024 15:08,CMM3 TA,15-04-2024,12:38:04,Monday,542,86,357,267,0,0,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,104,3,0,3,4,0,4,4,0,4,0,748,35296,Critical
143,15-04-2024 15:08,CMM-12-SRN-OULU,15-04-2024,12:38:05,Monday,37211,12366,12831,36809,0,0,0,0,51609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,9,212,3,0,3,3,0,3,2,0,2,0,40319,1921439,Blocker
144,15-04-2024 15:08,CMM-01-B-SRN-ESPOO,15-04-2024,12:38:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,Trivial
145,15-04-2024 15:08,CMM03-B-SRN-Espoo,15-04-2024,12:38:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,Trivial
146,15-04-2024 15:08,CMM-STINGRAY-SRN-ESPOO,15-04-2024,12:38:04,Monday,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minor
147,15-04-2024 15:08,CMM-JACK-SRN-ESPOO,15-04-2024,12:38:04,Monday,0,0,0,0,4,0,3,1,4,11,2,13,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Minor
148,15-04-2024 15:08,AMF NALA,15-04-2024,12:38:04,Monday,0,0,0,0,293,137,137,290,430,575,82,657,4,0,4,2,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,0,Critical
149,15-04-2024 15:08,CMM-JERRY-NCS,15-04-2024,12:38:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,Trivial
150,15-04-2024 15:08,CMM-SPARROW,15-04-2024,12:38:04,Monday,39,2,39,3,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,2,0,2,2,0,2,2,0,2,0,1004,283,Major
151,15-04-2024 15:08,CMM-LEO,15-04-2024,12:38:05,Monday,5,2,4,3,19,5,8,16,31,24,2,26,2,0,2,2,0,2,2,0,2,0,0,0,23,0,23,4,0,4,3,0,3,2,0,2,104,0,69,Major
152,15-04-2024 15:08,CMM-SIMA-NCS,15-04-2024,12:38:05,Monday,0,0,0,0,1425,2098,0,3523,3523,6,0,6,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,2,0,2,3,0,3,2,0,2,11001,0,0,Blocker
153,15-04-2024 15:08,CMM-VIVAN-NCS,15-04-2024,12:38:05,Monday,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,2,0,2,0,0,0,Trivial
154,15-04-2024 15:08,CMM-SUN,15-04-2024,12:38:04,Monday,2,0,0,2,1,2,1,2,5,3,0,3,1,0,1,0,0,0,2,0,2,0,0,0,13,3,16,4,0,4,3,0,3,2,0,2,4,0,22,Minor
155,15-04-2024 15:08,CMM-NIKE-181,15-04-2024,12:38:05,Monday,320,90,153,258,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,15,683,5,0,5,8,0,8,2,0,2,0,0,4309,Critical
156,15-04-2024 15:08,AMF_JIll,15-04-2024,12:38:04,Monday,0,0,0,0,85,61,21,125,146,279,26,305,4,0,4,3,0,3,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,2,0,2,515,0,0,Critical
157,15-04-2024 15:08,CMM-PUMA-SRN-ESPOO,15-04-2024,12:38:06,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,0,2,0,0,0,Trivial
158,15-04-2024 15:08,CMM-11-SRN-OULU,15-04-2024,12:38:05,Monday,51768,20629,31126,41151,68521,49444,33418,84644,190858,298,29,327,4,0,4,2,0,2,2,0,2,0,0,0,206,4,210,2,0,2,3,0,3,2,0,2,3382957,0,4060579,Blocker
159,15-04-2024 15:08,CMM-JAMES-SRN-ESPOO,15-04-2024,12:38:07,Monday,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,2,0,0,0,Minor
160,15-04-2024 15:08,CMM-PETUNIA-SRN-ESPOO,15-04-2024,12:38:08,Monday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,2,0,2,0,0,0,Minor
161,15-04-2024 15:28,AMF-SLAB-BLR,15-04-2024,15:28:02,Monday,0,0,0,0,7,0,2,5,7,11,10,21,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
162,15-04-2024 15:28,AMF-GUMPERT-SRN-BLR,15-04-2024,15:28:02,Monday,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trivial
163,15-04-2024 15:28,TC4-CMM-BILLA-SRN-BLR,15-04-2024,15:28:02,Monday,80,37,39,80,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,18,292,3,0,3,6,1,7,3,0,3,0,0,1349,Critical
164,15-04-2024 15:28,AMF-KODIAQ-SRN-BLR,15-04-2024,15:28:02,Monday,0,0,0,0,85,121,53,155,207,212,36,248,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,0,Critical
165,15-04-2024 15:28,CMM-SLAB-SRN-BLR,15-04-2024,15:28:02,Monday,3,6,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,20,1,0,1,1,0,1,1,0,1,0,0,14,Major
166,15-04-2024 15:28,TC4-CMM-DOLLY-SRN-BLR,15-04-2024,15:28:02,Monday,1,1,0,2,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,24,3,0,3,3,0,3,3,1,4,0,24,10,Critical
167,15-04-2024 15:28,CMM-INOX,15-04-2024,15:28:02,Monday,1,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,20,2,2,4,1,0,1,2,0,2,0,17,36,Minor
168,15-04-2024 15:28,TCMM-Nexon-SRN-BLR,15-04-2024,09:58:02,Monday,2,0,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,13,2,0,2,1,0,1,2,0,2,0,0,0,Minor
169,15-04-2024 15:28,CMM-GGN,15-04-2024,15:28:03,Monday,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,1,1,0,1,1,0,1,0,0,15,Critical
170,15-04-2024 15:28,NSA-06-CMM,15-04-2024,12:58:04,Monday,4,6,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,3,0,3,1,0,1,3,0,3,0,0,50,Critical
171,15-04-2024 15:28,CMM-LOKI-NCS,15-04-2024,12:58:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,0,0,0,Trivial
172,15-04-2024 15:28,AMF-03-B,15-04-2024,12:58:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trivial
173,15-04-2024 15:28,AMF-SLAB-ESPOO,15-04-2024,12:58:04,Monday,0,0,0,0,2,0,0,2,2,5,4,9,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Critical
174,15-04-2024 15:28,AMF3,15-04-2024,12:58:04,Monday,0,0,0,0,232,119,135,214,351,122,33,155,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5454,0,0,Critical
175,15-04-2024 15:28,AMF-SA-07,15-04-2024,12:58:05,Monday,0,0,0,0,5,12,2,15,17,20,11,31,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,Critical
176,15-04-2024 15:28,AMF-SA-05,15-04-2024,12:58:05,Monday,0,0,0,0,8,5,3,10,13,21,9,30,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,Critical
177,15-04-2024 15:28,CMM-NSA-04,15-04-2024,12:58:05,Monday,20,5,16,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,3,0,3,1,0,1,3,0,3,0,0,445,Critical
178,15-04-2024 15:28,CMM-JOKI-RACK1,15-04-2024,12:58:05,Monday,39845,1588,26602,14882,0,0,0,0,41432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,2,0,2,1,0,1,2,0,2,0,0,4157263,Blocker
179,15-04-2024 15:28,cmm-apple-187,15-04-2024,12:58:04,Monday,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,0,450,0,Major
180,15-04-2024 15:28,CMM1,15-04-2024,12:58:05,Monday,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,1,0,1,4,0,4,0,209,0,Major
181,15-04-2024 15:28,CMM-SLAB-ESPOO,15-04-2024,12:58:05,Monday,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,3,0,3,3,0,3,4,0,4,0,0,5,Major
182,15-04-2024 15:28,CMM3 TA,15-04-2024,12:58:04,Monday,526,102,332,284,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,104,3,0,3,4,0,4,4,0,4,0,1094,34434,Critical
183,15-04-2024 15:28,CMM-01-B-SRN-ESPOO,15-04-2024,12:58:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,Trivial
184,15-04-2024 15:28,CMM-12-SRN-OULU,15-04-2024,12:58:05,Monday,37768,12556,18611,31641,0,0,0,0,52347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,13,211,3,0,3,3,0,3,2,0,2,0,34780,2606514,Blocker
185,15-04-2024 15:28,CMM03-B-SRN-Espoo,15-04-2024,12:58:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,Trivial
186,15-04-2024 15:28,CMM-STINGRAY-SRN-ESPOO,15-04-2024,12:58:04,Monday,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minor
187,15-04-2024 15:28,CMM-JACK-SRN-ESPOO,15-04-2024,12:58:05,Monday,0,0,0,0,4,0,3,1,4,11,2,13,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Minor
188,15-04-2024 15:28,AMF NALA,15-04-2024,12:58:04,Monday,0,0,0,0,303,143,138,310,448,579,81,660,4,0,4,2,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,0,0,Critical
189,15-04-2024 15:28,CMM-JERRY-NCS,15-04-2024,12:58:05,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,Trivial
190,15-04-2024 15:28,CMM-SPARROW,15-04-2024,12:58:04,Monday,40,2,38,4,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,2,0,2,2,0,2,2,0,2,0,1194,184,Major
191,15-04-2024 15:28,CMM-SIMA-NCS,15-04-2024,12:58:05,Monday,0,0,0,0,1828,1676,368,3147,3515,5,1,6,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,2,0,2,3,0,3,2,0,2,22295,0,0,Blocker
192,15-04-2024 15:28,CMM-LEO,15-04-2024,12:58:05,Monday,5,2,3,4,19,5,9,16,31,25,1,26,2,0,2,2,0,2,2,0,2,0,0,0,22,1,23,4,0,4,3,0,3,2,0,2,62,0,70,Major
193,15-04-2024 15:28,CMM-VIVAN-NCS,15-04-2024,12:58:05,Monday,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,2,0,2,0,0,0,Trivial
194,15-04-2024 15:28,CMM-SUN,15-04-2024,12:58:04,Monday,2,0,0,2,1,2,1,2,5,3,0,3,1,0,1,0,0,0,2,0,2,0,0,0,13,4,17,4,0,4,3,0,3,2,0,2,0,0,5,Minor
195,15-04-2024 15:28,AMF_JIll,15-04-2024,12:58:05,Monday,0,0,0,0,86,60,31,115,146,269,36,305,4,0,4,3,0,3,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,2,0,2,700,0,0,Critical
196,15-04-2024 15:28,CMM-NIKE-181,15-04-2024,12:58:04,Monday,323,93,145,265,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,12,681,5,0,5,8,0,8,2,0,2,0,0,4671,Critical
197,15-04-2024 15:28,CMM-PUMA-SRN-ESPOO,15-04-2024,12:58:06,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,0,2,0,0,0,Trivial
198,15-04-2024 15:28,CMM-11-SRN-OULU,15-04-2024,12:58:05,Monday,55241,21102,33856,42476,70281,47794,35529,82506,193948,287,41,328,4,0,4,2,0,2,2,0,2,0,0,0,204,5,209,2,0,2,3,0,3,2,0,2,3632641,0,5373634,Blocker
199,15-04-2024 15:28,CMM-JAMES-SRN-ESPOO,15-04-2024,12:58:07,Monday,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,2,0,0,0,Minor
200,15-04-2024 15:28,CMM-PETUNIA-SRN-ESPOO,15-04-2024,12:58:08,Monday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,2,0,2,2,0,0,Minor
201,15-04-2024 15:48,AMF-SLAB-BLR,15-04-2024,15:48:02,Monday,0,0,0,0,7,0,2,5,7,11,7,18,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
